,commentor,comment
1591,Hitesh Choudhary,"Canon EOS R5C is here. Going 8K in some videos and most videos will be in 4K. It's little more effort but I think it's worth it.
Also,  just got the camera so this video is not in 8K. (obviously). "
1592,Ganesh,Now thats how you should be unboxing 
1593,Abhishek Patil,How did you make that animation of your name at the end of the video Sir? That's really cool
1594,tejas Jani,"Ohh awesome .
But I can't watch with 8k, My laptop screen support 2k."
1595,Bhupendra Yadav,Sir quality of content is important than quality of video.
1596,Nikhil,"Canon has launched the EOS R5 C at Rs 3,99,900"
1597,Aadarsh Singh,Amazing unboxing...
1598,Aman soni,"Very straight forward unboxing.
Seedhi baat no bakwaas "
1599,Mt,Amazing unboxing
1600,passionatebeast,now a mac studio is needed to edit this beast footage.
1601,Prxteek,"Sir, when are you going to announce the results of iNeuron Logo challenge?"
1602,YouAndImpact,Amazing 
1603,Nikhil verma,This is called a real unboxer
1604,Aman soni,I don't have bandwidth for this much of the quality 
1605,Technical Guy Akash,Wow sir
1606,MEO,"Great unboxing, when are we getting the iNeuron logo reviews?"
1607,Fayaz Mohammad,classic...
1608,Varun,Beast Level PC chahiye
1609,Pavan Kumar,️️️️️8K️️️️️
1610,Sumer Singh,It could be a #short
1611,yash rajan shukla,We are moving toward our goal of seeing the ant on the wall .. one step closer
1612,Ratnadeep Saha,2k is more than enough in these today's world.
1613,DJ MK,"Nobody will watch it though.
It is just good for photography stuff"
1614,Varun,8k footage editi karne k liye Rig hai  Hitesh Bhaiya....?
1615,Yash Joshi,Das gorgeous
1616,The ShRee,8k
1617,Rithik Rajput,"Cheap way to go 8K, where are the RED and BlackMagics of the world???"
1618,Aman Deep,please do giveaway 
1619,Chandra Vardhan,Competition is MKBHD...
1620,Its Abhi Vlog,AAaaaaa you was Sony Fan na .
1621,Saurabh Sharma,Yes we are using Frontegg in production
1622,Maina Dubey,Sir plz 1 explanation video flipkart grid 4.0 par bhi bana do. Maine dekha 32 lakh ki salary mil rahi hai
1623,Amit Meerchandani,sir what about iNeuron logo..? 
1624,Aman saxena,
1625,YASH MUNDANKAR,Meanwhile I am wondering how to make custom terminal cursor  like your's...
1626,Sudhanshu Prasad,thank you sir... U will surely build and share it
1627,Aditya Sid,"Awesome 
Going to use it in my next project
#DigitalData"
1628,Chaitanya Pratap Singh,Nice one Sir 
1629,Tummala Sudhir,Hi Hitesh.. tried using this..works perfect with local host but having some issues when I  host the app on heroku.. did you try it with an app hosted to heroku?
1630,Bhupendra Bhatt,boom its reallly insane sir! thanks for the tutorial love from nepal !
1631,Hitesh Choudhary,"Check out Frontegg here: 
https://bit.ly/3NrXuiE
Code Repo is also available: https://github.com/hiteshchoudhary/loginegg"
1632,LIFTING OTHERS,Tq for your valuable videos and information
1633,Rahul Vanmali,hello sir can u make a video on keycloak
1634,Vikash Gaurav,some learning material after long tym
1635,avi,can we  use this for sbring boot projects using spring boot authentication
1636,Hiten Vats,"It'll be very useful in my upcoming project... Thanks alot man
Here's a heart for you ️"
1637,Himanshu Srivastava,Where is the user login credentials stored?
1638,Shatir Dimag,Sir is your any video to setup Google cloud cpanel and whm and run websites .... Please help with this stuck with  network errors firewall and proxy
1639,Mohammed Azhar,"when I signed up for Free : it says 30 days trial period !!
is this expected ?"
1640,Zeeshan Safdar,"Awesome, and where is backend? It means no longer need for /login /register apis to integerate? or there is no need for backend developer to make these login and register apis??"
1641,Rishi Raj,
1642,Umoh Udonwa,Is there any free package email service for react
1643,prince abrol,"mera devlopment wala option click nhi ho rha h
ky kru sir ?????????????"
1644,Abhi Patil,simple login
1645,BHAVESH MEVADA,Need a course on Typescript
1646,Your Nemesis,Itsss jussssssssssstttttttt insaneeeeeeeeee
1647,Mohammed Azhar,This won't work for internet-less applications that are deployed locally on a system
1648,MUTHU VALLI 3,First HITESH SIR...
1649,Bittu Kumar,Hi Hitesh how are you
1650,Hrithwik Bharadwaj,Me who wrote my own auth 
1651,Taeef Najib,Your tutorials are always high-quality (contentwise) even if you record it in 780p
1652,shaquib khan,"Hi Hitesh Sir, was eagerly waiting for your front-end course with Angular framework & got to know it a much much more than just angular.

I am super excited to take this course but my only concern is that the "" Full Stack Javascript Web Developer"" course can be taken by someone who is experienced and has already worked in the IT industry for a couple of years.

But stuck in the typical service-based web and want to maximize the skillset and move to product-based OR it's just for the freshers ??

Please update us, Sir, this must be the query of many who is experienced and willing to take this class like me :)"
1653,yash rajan shukla,"Hitesh sir in future :- i have increased the quality so much that you can see a little ant crawling on the wall behind me  
( Just a joke.. Not a sarcasm )"
1654,Utsav Upadhyay,"2160p 4k, it is a legend, wait for it, it's coming legendary!!!"
1655,Madhusudhan,build a backend course like ur new full stack course using python and django sir
1656,Madhusudhan,"i like to entroll, build a backend course like ur new full stack course using python and django sir"
1657,haan_rey,"Hello sir ,  Will Javascript 10th July course help me in cybersecurity field   ?"
1658,Faraz Mobin,Quality is top notch Sir
1659,Saumya Singh,I am having 6.5 year experience in laravel and php. I want to move in javascript framework. Suggest your course pls
1660,Akshay Ramdasi,amazing audio and video quality.
1661,Sandeep,My phone only supports 2k  now switched to laptop 
1662,Goutam Reddy,Revamping and rewriting coding is so hard...
1663,Gagan Singh,Hello sir im from USA can i join your front end course that is coming up on the 10th ?
1664,Keshab Das,"I have enrolled for ineuron Full stack javascript program, I'm a class 12th pass out student, what can I learn extra apart from this course to ensure job?"
1665,jagadeesh TALARI,4K quality
1666,Aayush Garg,Me being in jaipur cant process someone wearing hoodie right now
1667,Rajat Misra,"Yes, It is in 4K"
1668,Rj karki,"#HiteshChoudhary I want to be a good full stack developer but my background is Arts, is it possible for me to be a good developer? yes of course I want a good-paying job as well"
1669,Aditya Sid,Awesome DigitalData
1670,Rishi Raj,
1671,Ahmer Patel,"my laptop, my laptop!!!! save!!!!"
1672,Anubhav Kumar Rao,"2160p, 4k"
1673,Sarveswara Reddy Boreddy,1080P for me
1674,Vasant Vyas,25:44 my questions about marriage life 
1675,vishnu vardhan,"4K 
for me"
1676,Suraj Yadav,1440p on my phone
1677,vaibhav jadhav,watching in 480p
1678,Jaya kumar,"Video is stuck at a point, when I switched to 2160p."
1679,Trial Account,2160p
1680,VINAY KUMAR KEERTHIPATI,1080p only
1681,Akash Sinha,1080p
1682,Dipak Raut,AWESOME QUALITY
1683,Madhusudhan,build a backend course like ur new full stack course using python and django sir
1684,Aashish Adhikari,1080P for me
1685,Saksham Pethkar,2160p
